OID,X,Y,ENTRC_EXIT,ACSBL_ENTR,ENTRC_TYPE,NOTES,LINE,TYPE,STATUS,YEARMONTH,COMP,MTR_AREA,STAT_NAME,ENTRC_LBL
-1,178968.356200000271201,663428.983899999409914,יציאה A - רח' יהודה הלוי / רח' רמח""ל,<Null>,מדרגות + דרגנועים, ,אדום,תחתית,קיימת,202502.000000000000000,נתע,מטרופולין תל אביב,אלנבי,A
-1,178889.999800000339746,663316.075500000268221,יציאה B - רח' מקווה ישראל,כניסה / יציאה נגישה,מדרגות + דרגנועים + מעלית, ,אדום,תחתית,קיימת,202502.000000000000000,נתע,מטרופולין תל אביב,אלנבי,B
-1,178788.870099999941885,663294.411800000816584,יציאה C - רח' אלנבי,<Null>,מדרגות + דרגנועים, ,אדום,תחתית,קיימת,202502.000000000000000,נתע,מטרופולין תל אביב,אלנבי,C
-1,179676.490100000053644,663716.393799999728799,יציאה A - רח' לינקולן,כניסה / יציאה נגישה,מדרגות + דרגנועים + מעלית, ,אדום,תחתית,קיימת,202502.000000000000000,נתע,מטרופולין תל אביב,קרליבך,A
-1,179707.329300000332296,663658.055099999532104,יציאה B - רח' יצחק שדה,כניסה / יציאה נגישה,מדרגות + דרגנועים + מעלית, ,אדום,תחתית,קיימת,202502.000000000000000,נתע,מטרופולין תל אביב,קרליבך,B
-1,179593.084999999962747,663541.511399999260902,יציאה C - דרך מנחם בגין (דרום),כניסה / יציאה נגישה,מדרגות + דרגנועים + מעלית, ,אדום,תחתית,קיימת,202502.000000000000000,נתע,מטרופולין תל אביב,קרליבך,C
-1,180155.170400000177324,664210.329800000414252,יציאה A - רח' הארבעה / מתחם שרונה,כניסה / יציאה נגישה,מדרגות + דרגנועים + מעלית, ,אדום,תחתית,קיימת,202502.000000000000000,נתע,מטרופולין תל אביב,יהודית,A
-1,180244.941399999894202,664227.947699999436736,יציאה B - דרך מנחם בגין (צפון) / שד' יהודית,<Null>,מדרגות + דרגנועים, ,אדום,תחתית,קיימת,202502.000000000000000,נתע,מטרופולין תל אביב,יהודית,B
-1,180130.302099999971688,664079.241000000387430,יציאה C - רח' המסגר,<Null>,מדרגות + דרגנועים, ,אדום,תחתית,קיימת,202502.000000000000000,נתע,מטרופולין תל אביב,יהודית,C
-1,180077.810399999842048,664105.947200000286102,יציאה D - רח' החשמונאים,<Null>,מדרגות + דרגנועים, ,אדום,תחתית,קיימת,202502.000000000000000,נתע,מטרופולין תל אביב,יהודית,D
-1,180528.588800000026822,664967.171199999749660,יציאה A - שד' שאול המלך / מחנה רבין (הקריה),כניסה / יציאה נגישה,מדרגות + דרגנועים + מעלית, ,אדום,תחתית,קיימת,202502.000000000000000,נתע,מטרופולין תל אביב,שאול המלך,A
-1,180599.229600000195205,664971.558499999344349,יציאה B - דרך מנחם בגין (צפון),<Null>,מדרגות + דרגנועים, ,אדום,תחתית,קיימת,202502.000000000000000,נתע,מטרופולין תל אביב,שאול המלך,B
-1,180506.988300000317395,664800.140100000426173,יציאה C - מרכז עזריאלי,כניסה / יציאה נגישה,"מדרגות + דרגנועים + מעלית
",שימו לב כי עד שלא יושלם הקניון החדש מדובר במדרגות בלבד,אדום,תחתית,קיימת,202502.000000000000000,נתע,מטרופולין תל אביב,שאול המלך,C
-1,180958.737300000153482,665436.601600000634789,יציאה A - מסוף סבידור,כניסה / יציאה נגישה,מדרגות + דרגנועים + מעלית, ,אדום,תחתית,קיימת,202502.000000000000000,נתע,מטרופולין תל אביב,ארלוזורוב,A
-1,180877.151499999687076,665433.140599999576807,יציאה B - רח' על פרשת דרכים,כניסה / יציאה נגישה,מדרגות + דרגנועים + מעלית, ,אדום,תחתית,קיימת,202502.000000000000000,נתע,מטרופולין תל אביב,ארלוזורוב,B
-1,181620.438099999912083,665603.892300000414252,יציאה A - דרך אבא הלל / מגדל משה אביב,<Null>,מדרגות + דרגנועים, ,אדום,תחתית,קיימת,202502.000000000000000,נתע,מטרופולין תל אביב,אבא הלל,A
-1,181532.299999999813735,665564.521600000560284,יציאה B - רחוב ארלוזורוב,<Null>,מדרגות + דרגנועים, ,אדום,תחתית,קיימת,202502.000000000000000,נתע,מטרופולין תל אביב,אבא הלל,B
-1,181531.994300000369549,665609.101199999451637,יציאה C - דרך אבא הלל / מתחם הבורסה,כניסה / יציאה נגישה,מדרגות + דרגנועים + מעלית, ,אדום,תחתית,קיימת,202502.000000000000000,נתע,מטרופולין תל אביב,אבא הלל,C
-1,182540.545500000007451,666117.374800000339746,יציאה A - דרך ז'בוטינסקי (מזרח) / רח' התקווה,<Null>,מדרגות + דרגנועים, ,אדום,תחתית,קיימת,202502.000000000000000,נתע,מטרופולין תל אביב,ביאליק,A
-1,182433.935100000351667,666006.649199999868870,יציאה B - לרח' ביאליק (דרום),<Null>,מדרגות, ,אדום,תחתית,קיימת,202502.000000000000000,נתע,מטרופולין תל אביב,ביאליק,B
-1,182421.835500000044703,666028.317199999466538,יציאה C - לרח' ביאליק (צפון),כניסה / יציאה נגישה,מדרגות + דרגנועים + מעלית, ,אדום,תחתית,קיימת,202502.000000000000000,נתע,מטרופולין תל אביב,ביאליק,C
-1,183583.875699999742210,666478.471400000154972,יציאה A - דרך ז'בוטינסקי (מזרח) / רח' רבי עקיבא,כניסה / יציאה נגישה,מדרגות + דרגנועים + מעלית, ,אדום,תחתית,קיימת,202502.000000000000000,נתע,מטרופולין תל אביב,בן־גוריון,A
-1,183469.029500000178814,666490.299399999901652,יציאה B - דרך ז'בוטינסקי (מערב) / רח' בן־גוריון,כניסה / יציאה נגישה,מדרגות + דרגנועים + מעלית, ,אדום,תחתית,קיימת,202502.000000000000000,נתע,מטרופולין תל אביב,בן־גוריון,B
-1,184936.272800000384450,666640.677899999544024,יציאה A - דרך ז'בוטינסקי (מזרח) / רח' אהרונוביץ',כניסה / יציאה נגישה,מדרגות + דרגנועים + מעלית, ,אדום,תחתית,קיימת,202502.000000000000000,נתע,מטרופולין תל אביב,אהרונוביץ׳,A
-1,184882.564799999818206,666670.246799999848008,יציאה B - דרך ז'בוטינסקי (מערב) / רח' אוסישקין,כניסה / יציאה נגישה,מדרגות + דרגנועים + מעלית, ,אדום,תחתית,קיימת,202502.000000000000000,נתע,מטרופולין תל אביב,אהרונוביץ׳,B
-1,185640.325299999676645,667380.838700000196695,יציאה A - בני ברק,כניסה / יציאה נגישה,מדרגות + דרגנועים + מעלית, ,אדום,תחתית,קיימת,202502.000000000000000,נתע,מטרופולין תל אביב,גשר אם המושבות,A
-1,185616.994300000369549,667319.482599999755621,"יציאה B - לאזור התעשייה קריית אריה, פתח תקווה",כניסה / יציאה נגישה,מדרגות + דרגנועים + מעלית, ,אדום,תחתית,קיימת,202502.000000000000000,נתע,מטרופולין תל אביב,גשר אם המושבות,B
-1,230666.193500000052154,737008.933299999684095,,,,,נופית,עילית,מתוכננת,202602.000000000000000,חוצה ישראל,מטרופולין חיפה,ריינה,
-1,231907.119500000029802,735684.900900000706315,,,,,נופית,עילית,מתוכננת,202602.000000000000000,חוצה ישראל,מטרופולין חיפה,הר יונה_אזור התעשיה,
-1,231602.871100000105798,734817.436699999496341,,,,,נופית,עילית,מתוכננת,202602.000000000000000,חוצה ישראל,מטרופולין חיפה,אלון,
-1,230802.493099999614060,734379.584699999541044,,,,,נופית,עילית,מתוכננת,202602.000000000000000,חוצה ישראל,מטרופולין חיפה,גלעד,
-1,230426.218899999745190,734111.977099999785423,,,,,נופית,עילית,מתוכננת,202602.000000000000000,חוצה ישראל,מטרופולין חיפה,הגליל,
-1,229950.253700000233948,733892.237900000065565,,,,,נופית,עילית,מתוכננת,202602.000000000000000,חוצה ישראל,מטרופולין חיפה,שרת,
-1,229556.789699999615550,734036.454299999400973,,,,,נופית,עילית,מתוכננת,202602.000000000000000,חוצה ישראל,מטרופולין חיפה,קרית הממשלה,
-1,229048.397300000302494,733440.067700000479817,,,,,נופית,עילית,מתוכננת,202602.000000000000000,חוצה ישראל,מטרופולין חיפה,השוק,
-1,228346.708300000056624,733329.835899999365211,,,,,נופית,עילית,מתוכננת,202602.000000000000000,חוצה ישראל,מטרופולין חיפה,זיאד,
-1,226655.661100000143051,737025.571900000795722,,,,,נופית,עילית,מתוכננת,202602.000000000000000,חוצה ישראל,מטרופולין חיפה,נצרת צפון,
-1,218428.148199999704957,743692.669999999925494,,,,,נופית,עילית,מתוכננת,202602.000000000000000,חוצה ישראל,מטרופולין חיפה,שפרעם מזרח,
-1,204901.349200000055134,745263.381300000473857,,,,,נופית,עילית,מתוכננת,202602.000000000000000,חוצה ישראל,מטרופולין חיפה,דיין,
-1,207215.943300000391901,746003.755899999290705,,,,,נופית,עילית,מתוכננת,202602.000000000000000,חוצה ישראל,מטרופולין חיפה,אתא דרום,
-1,213312.691300000064075,746172.173499999567866,,,,,נופית,עילית,מתוכננת,202602.000000000000000,חוצה ישראל,מטרופולין חיפה,גבעת טל,
-1,221248.907100000418723,741540.758500000461936,,,,,נופית,עילית,מתוכננת,202602.000000000000000,חוצה ישראל,מטרופולין חיפה,יפתחאל,
-1,203637.135499999858439,744391.112500000745058,,,,,נופית,עילית,מתוכננת,202602.000000000000000,חוצה ישראל,מטרופולין חיפה,לב המפרץ,
-1,210157.805100000463426,747112.105900000780821,,,,,נופית,עילית,מתוכננת,202602.000000000000000,חוצה ישראל,מטרופולין חיפה,העצמאות,
-1,210974.780199999921024,747432.953900000080466,,,,,נופית,עילית,מתוכננת,202602.000000000000000,חוצה ישראל,מטרופולין חיפה,בגין,
-1,212745.482099999673665,747439.306800000369549,,,,,נופית,עילית,מתוכננת,202602.000000000000000,חוצה ישראל,מטרופולין חיפה,גלעם,
-1,216191.643400000408292,744616.308499999344349,,,,,נופית,עילית,מתוכננת,202602.000000000000000,חוצה ישראל,מטרופולין חיפה,שפרעם מערב,
-1,176214.147199999541044,656662.728399999439716,,,,,אדום,עילית,מתוכננת,202411.000000000000000,נתע,מטרופולין תל אביב,הקוממיות,
-1,176418.413099999539554,657058.189300000667572,,,,,אדום,עילית,מתוכננת,202411.000000000000000,נתע,מטרופולין תל אביב,העמל,
-1,176658.737999999895692,657606.532700000330806,,,,,אדום,עילית,מתוכננת,202411.000000000000000,נתע,מטרופולין תל אביב,כ""ט בנובמבר,
-1,176019.492200000211596,658349.325300000607967,,,,,אדום,עילית,מתוכננת,202411.000000000000000,נתע,מטרופולין תל אביב,בלפור,
-1,175885.178700000047684,658821.852800000458956,,,,,אדום,עילית,מתוכננת,202411.000000000000000,נתע,מטרופולין תל אביב,זבוטנסקי,
-1,176365.241000000387430,658226.875199999660254,,,,,אדום,עילית,מתוכננת,202411.000000000000000,נתע,מטרופולין תל אביב,בנימין,
-1,175995.227300000376999,659372.181299999356270,,,,,אדום,עילית,מתוכננת,202411.000000000000000,נתע,מטרופולין תל אביב,רוטשילד,
-1,176429.707600000314415,659532.017200000584126,,,,,אדום,עילית,מתוכננת,202411.000000000000000,נתע,מטרופולין תל אביב,העצמאות,
-1,176731.255099999718368,658113.555999999865890,,,,,אדום,עילית,מתוכננת,202411.000000000000000,נתע,מטרופולין תל אביב,יוספטל,
-1,176677.909599999897182,660102.507200000807643,,,,,אדום,עילית,מתוכננת,202411.000000000000000,נתע,מטרופולין תל אביב,מחרוזת,
-1,177080.078800000250340,660702.524000000208616,,,,,אדום,עילית,מתוכננת,202411.000000000000000,נתע,מטרופולין תל אביב,הבעש""ט,
-1,177201.424999999813735,661081.934599999338388,,,,,אדום,עילית,מתוכננת,202411.000000000000000,נתע,מטרופולין תל אביב,איסקוב,
-1,177324.759399999864399,661510.241699999198318,,,,,אדום,עילית,מתוכננת,202411.000000000000000,נתע,מטרופולין תל אביב,ארליך,
-1,177382.425200000405312,661979.740800000727177,,,,,אדום,עילית,מתוכננת,202411.000000000000000,נתע,מטרופולין תל אביב,בן צבי,
-1,177434.901300000026822,662428.635900000110269,,,,,אדום,עילית,מתוכננת,202411.000000000000000,נתע,מטרופולין תל אביב,סלמה,
-1,177768.335500000044703,662880.479599999263883,,,,,אדום,עילית,מתוכננת,202411.000000000000000,נתע,מטרופולין תל אביב,אליפלט,
-1,186298.317900000140071,666649.336799999698997,,,,,אדום,עילית,מתוכננת,202411.000000000000000,נתע,מטרופולין תל אביב,שנקר,
-1,187060.247499999590218,666567.258300000801682,,,,,אדום,עילית,מתוכננת,202411.000000000000000,נתע,מטרופולין תל אביב,שחם,
-1,187120.498100000433624,668115.773900000378489,,,,,אדום,עילית,מתוכננת,202411.000000000000000,נתע,מטרופולין תל אביב,קרית אריה,
-1,187579.468000000342727,666511.167999999597669,,,,,אדום,עילית,מתוכננת,202411.000000000000000,נתע,מטרופולין תל אביב,בילינסון,
-1,188085.375699999742210,666452.705800000578165,,,,,אדום,עילית,מתוכננת,202411.000000000000000,נתע,מטרופולין תל אביב,דנקנר,
-1,188591.776899999938905,666554.837400000542402,,,,,אדום,עילית,מתוכננת,202411.000000000000000,נתע,מטרופולין תל אביב,קרול,
-1,189033.328399999998510,666756.102900000289083,,,,,אדום,עילית,מתוכננת,202411.000000000000000,נתע,מטרופולין תל אביב,פינסקר,
-1,189442.386500000022352,666860.564699999988079,,,,,אדום,עילית,מתוכננת,202411.000000000000000,נתע,מטרופולין תל אביב,תחנה מרכזית פתח,
-1,190680.953599999658763,659174.507699999958277,,,,,סגול,עילית,מתוכננת,202411.000000000000000,נתע,מטרופולין תל אביב,אופק,
-1,189991.868800000287592,659296.683000000193715,,,,,סגול,עילית,מתוכננת,202411.000000000000000,נתע,מטרופולין תל אביב,וייצמן,
-1,185838.446000000461936,664238.189799999818206,,,,,סגול,עילית,מתוכננת,202411.000000000000000,נתע,מטרופולין תל אביב,אוניברסיטת בר-אילן - מזרח,
-1,185520.107400000095367,663972.221999999135733,,,,,סגול,עילית,מתוכננת,202411.000000000000000,נתע,מטרופולין תל אביב,אוניברסיטת בר-אילן - מרכז,
-1,185571.076100000180304,663342.413599999621511,,,,,סגול,עילית,מתוכננת,202411.000000000000000,נתע,מטרופולין תל אביב,גני אילן,
-1,187412.886800000444055,660050.207900000736117,,,,,סגול,עילית,מתוכננת,202411.000000000000000,נתע,מטרופולין תל אביב,צומת סביון,
-1,184815.295099999755621,660471.670600000768900,,,,,סגול,עילית,מתוכננת,202411.000000000000000,נתע,מטרופולין תל אביב,מסובים,
-1,186291.949300000444055,660265.819800000637770,,,,,סגול,עילית,מתוכננת,202411.000000000000000,נתע,מטרופולין תל אביב,יגאל אלון,
-1,188495.140300000086427,659741.578900000080466,,,,,סגול,עילית,מתוכננת,202411.000000000000000,נתע,מטרופולין תל אביב,סביונים,
-1,187842.438500000163913,660122.052300000563264,,,,,סגול,עילית,מתוכננת,202411.000000000000000,נתע,מטרופולין תל אביב,מונוסון - גדות,
-1,179623.886500000022352,665835.743799999356270,,,,,סגול,עילית,מתוכננת,202411.000000000000000,נתע,מטרופולין תל אביב,אבן גבירול - ארלוזורוב,
-1,185033.663800000213087,661527.494899999350309,,,,,סגול,עילית,מתוכננת,202411.000000000000000,נתע,מטרופולין תל אביב,שיבא - מרכז,
-1,184916.407499999739230,662098.313899999484420,,,,,סגול,עילית,מתוכננת,202411.000000000000000,נתע,מטרופולין תל אביב,רמת אפעל,
-1,184546.294099999591708,662596.478700000792742,,,,,סגול,עילית,מתוכננת,202411.000000000000000,נתע,מטרופולין תל אביב,אלוף שדה,
-1,183855.995600000023842,662933.983400000259280,,,,,סגול,עילית,מתוכננת,202411.000000000000000,נתע,מטרופולין תל אביב,הירדן,
-1,183194.607800000347197,662997.974899999797344,,,,,סגול,עילית,מתוכננת,202411.000000000000000,נתע,מטרופולין תל אביב,רזיאל,
-1,182772.510800000280142,662874.735799999907613,,,,,סגול,עילית,מתוכננת,202411.000000000000000,נתע,מטרופולין תל אביב,כורזין,
-1,182207.006799999624491,662921.036199999973178,,,,,סגול,עילית,מתוכננת,202411.000000000000000,נתע,מטרופולין תל אביב,המאבק,
-1,181836.430300000123680,662611.904200000688434,,,,,סגול,עילית,מתוכננת,202411.000000000000000,נתע,מטרופולין תל אביב,כפר שלם,
-1,181195.483400000259280,662313.113399999216199,,,,,סגול,עילית,מתוכננת,202411.000000000000000,נתע,מטרופולין תל אביב,דרך משה דיין,
-1,180850.304800000041723,662339.589400000870228,,,,,סגול,עילית,מתוכננת,202411.000000000000000,נתע,מטרופולין תל אביב,גבעתי,
-1,180342.292700000107288,662385.885900000110269,,,,,סגול,עילית,מתוכננת,202411.000000000000000,נתע,מטרופולין תל אביב,התקווה,
-1,179746.153500000014901,662500.195000000298023,,,,,סגול,עילית,מתוכננת,202411.000000000000000,נתע,מטרופולין תל אביב,ההגנה,
-1,179416.904099999926984,662660.392799999564886,,,,,סגול,עילית,מתוכננת,202411.000000000000000,נתע,מטרופולין תל אביב,נוה שאנן,
-1,178740.231900000013411,663340.293700000271201,,,,,סגול,עילית,מתוכננת,202411.000000000000000,נתע,מטרופולין תל אביב,אלנבי - ליליינבלום,
-1,178615.524500000290573,663702.633700000122190,,,,,סגול,עילית,מתוכננת,202411.000000000000000,נתע,מטרופולין תל אביב,מונטיפיורי,
-1,178451.167100000195205,664205.413599999621511,,,,,סגול,עילית,מתוכננת,202411.000000000000000,נתע,מטרופולין תל אביב,הכרמל,
-1,178272.670900000259280,664570.193399999290705,,,,,סגול,עילית,מתוכננת,202411.000000000000000,נתע,מטרופולין תל אביב,אידלסון,
-1,178300.265999999828637,665019.416500000283122,,,,,סגול,עילית,מתוכננת,202411.000000000000000,נתע,מטרופולין תל אביב,בוגרשוב,
-1,178551.950899999588728,665527.950200000777841,,,,,סגול,עילית,מתוכננת,202411.000000000000000,נתע,מטרופולין תל אביב,גורדון,
-1,178909.637400000356138,666038.173800000920892,,,,,סגול,עילית,מתוכננת,202411.000000000000000,נתע,מטרופולין תל אביב,דיזנגוף,
-1,180247.299200000241399,665671.750299999490380,,,,,סגול,עילית,מתוכננת,202411.000000000000000,נתע,מטרופולין תל אביב,איכילוב,
-1,179189.600399999879301,662782.383400000631809,,,,,סגול,עילית,מתוכננת,202411.000000000000000,נתע,מטרופולין תל אביב,גינת לוינסקי,
-1,185582.957499999552965,660386.806800000369549,,,,,סגול,עילית,מתוכננת,202411.000000000000000,נתע,מטרופולין תל אביב,קזז,
-1,186856.129599999636412,660138.913399999961257,,,,,סגול,עילית,מתוכננת,202411.000000000000000,נתע,מטרופולין תל אביב,שמעון פרס,
-1,178843.408900000154972,662952.314600000157952,,,,,סגול,עילית,מתוכננת,202411.000000000000000,נתע,מטרופולין תל אביב,העליה,
-1,180930.161000000312924,665594.176200000569224,,,,,סגול,עילית,מתוכננת,202411.000000000000000,נתע,מטרופולין תל אביב,תל אביב - מרכז,
-1,191527.651899999938905,659748.553400000557303,,,,,סגול,עילית,מתוכננת,202411.000000000000000,נתע,מטרופולין תל אביב,הטייסים,
-1,185518.468899999745190,662858.661499999463558,,,,,סגול,עילית,מתוכננת,202411.000000000000000,נתע,מטרופולין תל אביב,קריית קריניצי,
-1,184892.824599999934435,660994.144999999552965,,,,,סגול,עילית,מתוכננת,202411.000000000000000,נתע,מטרופולין תל אביב,שיבא - דרום,
-1,185176.263899999670684,660456.698300000280142,,,,,סגול,עילית,מתוכננת,202411.000000000000000,נתע,מטרופולין תל אביב,רמת פנקס,
-1,189516.554499999620020,659346.084899999201298,,,,,סגול,עילית,מתוכננת,202411.000000000000000,נתע,מטרופולין תל אביב,יהוד - מרכז,
-1,188914.810700000263751,659351.974999999627471,,,,,סגול,עילית,מתוכננת,202411.000000000000000,נתע,מטרופולין תל אביב,צומת יהוד - מערב,
-1,181482.297299999743700,673520.238399999216199,,,,,ירוק,עילית,מתוכננת,202411.000000000000000,נתע,מטרופולין תל אביב,אלטנוילנד,
-1,179697.953800000250340,668791.287699999287724,,,,,ירוק,עילית,מתוכננת,202411.000000000000000,נתע,מטרופולין תל אביב,איינשטיין,
-1,181714.729399999603629,674022.602800000458956,,,,,ירוק,עילית,מתוכננת,202411.000000000000000,נתע,מטרופולין תל אביב,החושלים,
-1,184811.684100000187755,668583.590399999171495,,,,,ירוק,עילית,מתוכננת,202411.000000000000000,נתע,מטרופולין תל אביב,הנחושת,
-1,181306.990199999883771,673111.812400000169873,,,,,ירוק,עילית,מתוכננת,202411.000000000000000,נתע,מטרופולין תל אביב,חוף תכלת - צפון,
-1,181186.909599999897182,672691.204399999231100,,,,,ירוק,עילית,מתוכננת,202411.000000000000000,נתע,מטרופולין תל אביב,חוף תכלת - דרום,
-1,181865.836799999698997,674425.691899999976158,,,,,ירוק,עילית,מתוכננת,202411.000000000000000,נתע,מטרופולין תל אביב,אבא אבן,
-1,181031.615399999544024,672267.515399999916553,,,,,ירוק,עילית,מתוכננת,202411.000000000000000,נתע,מטרופולין תל אביב,יוניצמן,
-1,180924.474799999967217,671855.955000000074506,,,,,ירוק,עילית,מתוכננת,202411.000000000000000,נתע,מטרופולין תל אביב,מרים ילין-שטקליס,
-1,180768.043100000359118,671511.230200000107288,,,,,ירוק,עילית,מתוכננת,202411.000000000000000,נתע,מטרופולין תל אביב,מרים בן-פורת,
-1,180555.175999999977648,671093.202299999073148,,,,,ירוק,עילית,מתוכננת,202411.000000000000000,נתע,מטרופולין תל אביב,שושנה פרסיץ,
-1,180344.996500000357628,670471.125800000503659,,,,,ירוק,עילית,מתוכננת,202411.000000000000000,נתע,מטרופולין תל אביב,אזורי חן,
-1,180201.024100000038743,670039.865599999204278,,,,,ירוק,עילית,מתוכננת,202411.000000000000000,נתע,מטרופולין תל אביב,פרופס,
-1,179959.201299999840558,669470.150299999862909,,,,,ירוק,עילית,מתוכננת,202411.000000000000000,נתע,מטרופולין תל אביב,נופי ים,
-1,180580.940999999642372,668877.026200000196695,,,,,ירוק,עילית,מתוכננת,202411.000000000000000,נתע,מטרופולין תל אביב,נמיר,
-1,180994.015899999998510,668918.811899999156594,,,,,ירוק,עילית,מתוכננת,202411.000000000000000,נתע,מטרופולין תל אביב,בורודצקי,
-1,181448.521499999798834,668734.128000000491738,,,,,ירוק,עילית,מתוכננת,202411.000000000000000,נתע,מטרופולין תל אביב,אוניברסיטת תל אביב,
-1,181400.378899999894202,668303.935599999502301,,,,,ירוק,עילית,מתוכננת,202411.000000000000000,נתע,מטרופולין תל אביב,ברושים,
-1,181821.859500000253320,667883.525299999862909,,,,,ירוק,עילית,מתוכננת,202411.000000000000000,נתע,מטרופולין תל אביב,הירידים,
-1,179524.830099999904633,668088.243300000205636,,,,,ירוק,עילית,מתוכננת,202411.000000000000000,נתע,מטרופולין תל אביב,זהרה לביטוב,
-1,183178.412299999967217,668116.119300000369549,,,,,ירוק,עילית,מתוכננת,202411.000000000000000,נתע,מטרופולין תל אביב,הדר יוסף,
-1,183969.269600000232458,668219.559000000357628,,,,,ירוק,עילית,מתוכננת,202411.000000000000000,נתע,מטרופולין תל אביב,גשר פנחס רוזן,
-1,185398.225200000219047,669328.350700000301003,,,,,ירוק,עילית,מתוכננת,202411.000000000000000,נתע,מטרופולין תל אביב,נווה שרת,
-1,184476.088800000026822,668263.820399999618530,,,,,ירוק,עילית,מתוכננת,202411.000000000000000,נתע,מטרופולין תל אביב,הברזל,
-1,180224.525200000032783,668844.020400000736117,,,,,ירוק,עילית,מתוכננת,202411.000000000000000,נתע,מטרופולין תל אביב,לוי אשכול,
-1,179603.663599999621511,667419.474500000476837,,,,,ירוק,עילית,מתוכננת,202411.000000000000000,נתע,מטרופולין תל אביב,רדינג,
-1,179706.334599999710917,666760.261399999260902,,,,,ירוק,עילית,מתוכננת,202411.000000000000000,נתע,מטרופולין תל אביב,יהודה המכבי,
-1,182465.485100000165403,655951.614600000903010,,,,,ירוק,עילית,מתוכננת,202411.000000000000000,נתע,מטרופולין תל אביב,נחלת יהודה,
-1,179579.324699999764562,666004.030899999663234,,,,,ירוק,תחתית,מתוכננת,202411.000000000000000,נתע,מטרופולין תל אביב,אבן גבירול - ארלוזורוב,
